Title,Address,Property Type,Location,State,Bedrooms,Bathrooms,Toilets,Date Listed,Prices
Serviced 3 Bedroom Apartment With Bq,"Banana Island Estate, Ikoyi Lagos",Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,4,4.0,2026-04-13,40000000
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,3.0,2026-05-07,18000000
3 Bedroom Apartment,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,4,4.0,2026-05-04,6500000
"Newly Built,decent Miniflat Upflat N Down Flat","Fetuga Street,off Pedro Road,ladilak Shomolu Lagos",Detached / Semi-Detached Duplex,Shomolu,Lagos,1,1,1.0,2026-06-04,1500000
Newly Built N Neatly Done 2 Bedroom Up Flat,Sawmil Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,2,3,3.0,2026-06-05,5000000
Spacious Studio Apartment,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2026-06-02,2400000
Newly Renovated Spacious 3 Bedroom Flats,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-06-04,12000000
Standard Units Of One Bedroom Apartment(mini Flat),Off Market Road Shomolu Lagos,Mini Flat,Shomolu,Lagos,1,1,1.0,2026-06-01,2200000
Commercial 5 Bedroom Flat All Rooms Ensuite,Lamre Awolokun Street Gbagada Phase 2 Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,5,5,5.0,2026-06-02,10000000
Masters Bedroom In A Shared Apartment,Dpk Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2026-05-21,3200000
Luxurious 3 Bedroom Apartment,"Bellavista, Banana Island Ikoyi Lagos",Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,3,3.0,2026-04-09,45000000
Newly Renovated 3 Bedroom Apartments With Bq,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,3.0,2026-06-17,20000000
Executive Fully Furnished 1 Bedroom Apartment,Lekki Phase 1 Lekki Lagos State. Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,2,2.0,2026-05-30,8500000
A Spacious And Well Maintained Mimi Flat,Off Alilo Road Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,1,1,1.0,2026-06-07,1800000
Furnished 2 Bedroom Flat,"The Residence Club Road, Ikoyi Lagos",Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,3,3.0,2026-04-26,35000000
2 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,3,3.0,2026-04-02,26000000
Spacious Luxury Serviced 2 Bedroom Apartment Plus Bq,"Off T. F. Kuboye Street, Lekki Right Hand Side,lagos State. Lekki Phase 1 Lekki Lagos",Luxury Apartment,Lekki,Lagos,2,3,3.0,2026-06-19,12000000
Well Maintained 2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-06-08,14000000
Brand New Fully Serviced 2 Bedroom Apartment,Estate Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-06-19,7000000
Newly Built 2 Bed Apartment,Ikate Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-06-13,12000000
Clean 2 Bedroom Flat With Bq,"The Property Located In A Good Neighborhood An It Close To Freedom Way, Ikate Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Edo,2,2,2.0,2026-02-28,9000000
Luxurious And Spacious 2 Bedroom Apartment,Estate Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-06-19,12000000
Serviced 2 Bedroom Flat,"Aso Villa, Asokoro Abuja",Detached / Semi-Detached Duplex,Asokoro,Abuja,2,2,2.0,2026-03-26,27000000
3 Bedroom Apartment,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-04-29,8000000
Renovated Room Self Contianed,Randle Avenue Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,0,0,0.0,2025-09-01,800000
Furnished 3 Bedroom Apartment,Olugbosi Close Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,4,4.0,2026-03-01,35000000
3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,4,4.0,2026-03-08,60000000
Fully Serviced 3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos State. Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,4,4.0,2026-05-30,23000000
Fully Furnished & Serviced 3 Bedroom Apartment,Old Ikoyi Lagos State. Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,4,4.0,2026-05-30,65000000
3 Bedroom Flat In Jahi For Rent,Jahi Abuja,Detached / Semi-Detached Duplex,Jahi,Abuja,3,4,4.0,2026-05-02,12000000
Decent 3 Bedroom Flat All Rooms En Suite,Ebute Metta Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,3,3,3.0,2026-05-25,5000000
Decent Mini Flat Bq 1t 1b All Tiled 3 Occupants,Ifako Gbagada Gbagada Lagos,Mini Flat,Gbagada,Lagos,1,1,1.0,2026-05-25,1800000
Standard 6 Units Of Two 2?? Bedroom Apartment,Off Market Road Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,2,3,3.0,2026-06-01,3200000
Spacious Mini Flat,"Rockstone Estate, Badore Ajah Lagos",Mini Flat,Ajah,Lagos,0,0,0.0,2026-03-26,1500000
Brand New Mini Flat In Prestigious Estate,Ojodu Lagos,Mini Flat,Ojo,Lagos,1,1,1.0,2026-05-25,3000000
Decent Morden Mini Flat,Ogudu Ogudu Lagos,Mini Flat,Ogudu,Lagos,1,1,1.0,2026-06-10,1800000
Modern Mini Flat Grand Floor With 2 Toilet And Bath,Soluyi Gbagada Lagos,Mini Flat,Gbagada,Lagos,1,2,2.0,2026-06-07,2000000
Newly Built Room Self Contained,Ilaje Bariga Shomolu Lagos,Detached / Semi-Detached Duplex,Bariga,Lagos,0,0,0.0,2025-09-04,800000
Clean 3 Bedroom Flat Upstairs,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-01-26,7000000
Spacious Room Self Contained Upstairs,Bariga Shomolu Lagos,Detached / Semi-Detached Duplex,Bariga,Lagos,0,0,0.0,2026-01-09,700000
Mini Flat At Adekunle Yaba,Adekunle Yaba Lagos,Mini Flat,Yaba,Lagos,1,1,1.0,2026-06-10,2000000
Room Self Contained,Bye Pass Ilupeju Ilupeju Lagos,Detached / Semi-Detached Duplex,Ilupeju,Lagos,0,0,0.0,2025-10-03,1000000
Single Room Upstairs In A Shared Apartment,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-05-21,2000000
Newly Built Spacious 3 Units Of Roomself Con,Waec Fadeyi Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,0,0,0.0,2026-06-01,1000000
Furnished 2 Bedroom Apartment Fully Furnished,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-06-19,10000000
Decent Relatively New Room Self Contained,Off Market Street Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,0,0,0.0,2026-06-04,800000
New And Very Decent Roomself Con,Akoka Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,0,0,0.0,2026-06-07,1300000
Serviced 3 Bedroom Apartment Plus Bq,"Western Foreshore Estate, Osapa London Lagos State. Osapa London Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,3,4,4.0,2026-06-08,10000000
Fully Serviced 2 Bedroom Apartment With Bq,"Pinnock Beach Estate,osapa London Lekki Lagos State. Osapa London Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,3.0,2026-06-08,8000000
??3 Bedroom Apartment In Parkview,Estate Parkview Estate Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,3.0,2026-06-04,25000000
Fully Furnished Roomself,Ifako Gbagada Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,1,1,1.0,2026-06-02,1000000
2 Bedroom Apartment,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,3.0,2026-05-01,5500000
Mini Flat,Magodo Gra Phase 1 Ojodu Lagos,Mini Flat,Ojo,Lagos,1,0,0.0,2026-04-10,2300000
"Neatly Used, Spacious And Standard *miniflat",Laula Street Akoka Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,1,1,1.0,2026-06-03,1000000
"Lovely 2 Bedroom Flat Apartment, At Akinyele Ipaja",Akinyele Ipaja Road Ipaja Lagos,Detached / Semi-Detached Duplex,Ipaja,Lagos,2,3,3.0,2026-05-31,2000000
Newly Built N Beautifully Designed 3 Units 3 Bedroom,Mende Maryland Lagos,Detached / Semi-Detached Duplex,Maryland,Lagos,3,3,3.0,2026-05-27,10000000
Newly Built N Beautifully Designed 3 Units 3 Bedroom,Mende Maryland Lagos,Detached / Semi-Detached Duplex,Maryland,Lagos,3,3,3.0,2026-06-01,10000000
Newly Built Room Self Contain,Bariga Shomolu Lagos,Detached / Semi-Detached Duplex,Bariga,Lagos,0,0,0.0,2025-08-16,800000
Beautifully Furnished Upstairs Mini Flat,Off Market Street Shomolu Lagos,Mini Flat,Shomolu,Lagos,1,1,1.0,2026-05-23,3500000
Newly Built 3 Bedroom Apartment With Bq,Alfred Rewane Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,4,4.0,2026-03-01,65000000
1 Bedroom Back Unit Mini Flat,Osapa London Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,1.0,2026-05-04,4700000
Standard Of Miniflat,Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-05-14,4700000
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-04-20,15000000
Single Room Shared,Osapa London Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,0.0,2026-06-16,1800000
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-04-20,18000000
Single Room For Rent,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,0.0,2026-05-21,2000000
9 Units Of Two Bedroom Apartment,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-05-14,6000000
Standard Mini Flat In An Estate,Rockstone Estate Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,0.0,2026-05-23,1000000
3bedroom Flat On Ground Floor With A Room Bq*,Estate Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-06-03,15000000
Newly Renovated 4 Bedroom Flat,Maryland Housing Estate Maryland Lagos,Detached / Semi-Detached Duplex,Maryland,Lagos,4,4,4.0,2026-06-07,8000000
2 Units Of Single Rooms,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2026-05-13,2000000
"Newly Built, Spacious And Standard *miniflat",Obanikoro Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,1,1,1.0,2026-05-21,2500000
2 Bedroom Apartment,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-05-11,7500000
Serviced 3 Bedroom Flat,Gilmore Construction Jahi Abuja,Detached / Semi-Detached Duplex,Jahi,Abuja,3,3,3.0,2026-04-27,10000000
Mini Ground Flat,Soluyi Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,1,1,1.0,2026-05-20,2000000
Roomself Contain,Bariga Shomolu Lagos,Detached / Semi-Detached Duplex,Bariga,Lagos,0,0,0.0,2025-09-27,750000
Room Self Contain,Abule Ijesha Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,0,0,0.0,2025-09-29,750000
Very Lovely An Spacious Room Self,Mafoluku Oshodi Lagos,Detached / Semi-Detached Duplex,Oshodi,Lagos,0,0,0.0,2026-06-05,1200000
"Renovated 2 Bedroom Flat Apartment, At Shagari Estate",Shagari Estate Egbeda Alimosho Lagos,Detached / Semi-Detached Duplex,Alimosho,Imo,2,3,3.0,2026-06-15,2000000
Units Of Relatively New And Decent Roomself Con,Mende Maryland Lagos,Detached / Semi-Detached Duplex,Maryland,Lagos,0,0,0.0,2026-06-03,1200000
Very Lovely Selfcon For Rent,Palmgrove Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,0,0,0.0,2026-06-01,1200000
2 Bedroom Apartment Plus Bq,"Gbangbala Ikate Lekki,lagos State Ikate Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,3.0,2026-05-11,10000000
Spacious Serviced 2 Bedroom Pentapartment Plus Bq,"Lekki Phase 1,lagos State. Lekki Phase 1 Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,3.0,2026-06-08,18000000
3 Bedroom Apartment,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,4,4.0,2026-01-24,30000000
Mini Flat,Greenville Estate Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,0.0,2026-05-06,1300000
3 Bedroom Apartment,Banana Island Road Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,4,4.0,2026-04-02,50000000
Spacious Furnished 2 Bedroom Apartment,"By Freedom Way Lekki Phase 1,lagos State. Lekki Phase 1 Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Edo,2,3,3.0,2026-06-08,18000000
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,4,4.0,2026-02-24,20000000
Standard Three Bedroom Apartment,New Road Igbo Efon Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,4,4.0,2026-05-02,7000000
Standard And Executive Room Self Contain,Jacob Mews Estate Alagomeji Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,0,0,0.0,2026-06-05,1500000
Room Self Contain,Bariga Shomolu Lagos,Detached / Semi-Detached Duplex,Bariga,Lagos,0,0,0.0,2025-09-05,550000
Relatively New 2bedroom Ground Flat Both Room Ensuite,Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,2,2,2.0,2026-06-03,4000000
Very Decent Newly Built Roomself Contain,Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,0,0,0.0,2026-06-09,1000000
3 Bedroom Flat,Lifecamp District Abuja Life Camp Abuja,Detached / Semi-Detached Duplex,Camp,Abuja,3,3,3.0,2026-04-19,6000000
2 Units Of Relatively New Room Self Down Flat Gated,Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,0,0,0.0,2026-06-07,1200000
Newly Built Roomself,Onipanu Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,0,0,0.0,2025-09-27,1100000
3 Bedroom Apartment,Unity Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,3,0,0.0,2026-03-19,3000000
Brand New 2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-02-06,12000000
Newly Built Mini Flat,Adeniyi Jones Ikeja Lagos,Mini Flat,Ikeja,Lagos,1,0,0.0,2026-05-05,2500000
Spacious Furnished 3 Bedroom Apartment Plus Bq,"Ahmadu Bello Way, Victoria Island,lagos State. Ahmadu Bello Way Victoria Island Lagos",Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,4,4.0,2026-06-08,35000000
Brand New Mini Flat,Ketu Lagos,Mini Flat,Ketu,Lagos,1,2,2.0,2026-06-04,2000000
Room Self Contain,Bariga Lagos,Detached / Semi-Detached Duplex,Bariga,Lagos,0,0,0.0,2025-11-23,700000
"A Nicely Built And Standard Miniflat, Upstairs",Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,1,1,1.0,2026-05-25,2000000
Studio Apartment With A Kitchen,Chevy View Estate Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-05-14,4000000
Very Lovely An Standard 2bed Room Flat,Mafoluku Oshodi Lagos,Detached / Semi-Detached Duplex,Oshodi,Lagos,2,2,2.0,2026-06-02,2500000
Spacious One Bedroom Apartment (mini Flat),Ikota Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,1.0,2026-05-14,4700000
3 Bedroom Apartment,Jahi Abuja,Detached / Semi-Detached Duplex,Jahi,Abuja,3,3,3.0,2026-04-06,6500000
Newly Built Serviced 3 Bedroom Apartment,"Ikate Elegushi, Lekki Lagos State. Ikate Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,3,4,4.0,2026-06-08,9000000
Renovated 2 Bedroom Up Flat (on A Row ) All Tiled,Rosenje Soluyi Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,2,1,1.0,2026-06-05,2300000
A Spacious Room Self Contained,Governors Road Ikotun Igando Lagos,Detached / Semi-Detached Duplex,Ikotun Igando,Lagos,0,0,0.0,2026-02-09,450000
"Newly Built, Spacious And Standard *miniflat",Onipanu Fadeyi Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,1,1,1.0,2026-05-21,1800000
Masters Bedroom Flat,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-05-11,3500000
"Decent 3 Bedroom Ground Flat 3t 3b, All Tiled N",Ifako Gbagada Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,3,3,3.0,2026-05-31,4500000
3 Bedroom Flat],The Property Located Within A Good Neighborhood New Garage Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,3,3,3.0,2026-02-15,4000000
Decent En Suites Mini Flat,Magodo Gra Phase 1 Ojodu Lagos,Mini Flat,Ojo,Lagos,1,2,2.0,2026-06-03,2000000
Furnished & Serviced 3 Bedroom Apartment Plus Bq,"Oniru Victoria Island,lagos State. Oniru Victoria Island Lagos",Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,4,4.0,2026-06-19,30000000
2 Bedroom Apartment,Elegushi Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-05-14,7500000
A Mini Flat At Magodo Isheri 2m 2yrs,Magodo Isheri Magodo Gra Phase 1 Ojodu Lagos,Mini Flat,Ojo,Lagos,1,0,0.0,2026-06-10,2000000
Studio Apartment,Ikota Gra Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2026-05-14,2500000
Newly Built 2 Bed Apartment,Sangotedo Sangotedo Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Edo,2,2,2.0,2026-06-12,3500000
3 Bedroom Apartment/video Available,In A Flood Free Estate Agungi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-06-15,5500000
Serviced 3 Bedroom Apartment With Bq,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,4,4.0,2026-03-19,25000000
3 Bedroom Serviced Apartment With Swimming Pool,Lekki Right Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-06-17,20000000
Brand New 2 Bedroom Apartment,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-06-18,12000000
Room Self Contained,Julie Estate Oregun Ikeja Lagos,Detached / Semi-Detached Duplex,Ikeja,Lagos,1,0,0.0,2026-05-09,800000
Neatly Used And Standard Miniflat,Off Pedro Road Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,1,1,1.0,2026-05-30,1700000
Furnished Room And Parlour (mini Flat),Off Freedom Way Lekki Lagos,Mini Flat,Lekki,Edo,0,0,0.0,2026-06-03,9000000
2 Bedroom Apartment,Oniru Victoria Island Lagos State. Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,2,3,3.0,2026-05-04,30000000
Roomself,Igando Ikotun Igando Lagos,Detached / Semi-Detached Duplex,Ikotun Igando,Lagos,0,0,0.0,2025-12-03,250000
Standard And Very Decent 3 Bedroom Flat,Alara Street Onike Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,3,3,3.0,2026-06-09,4500000
3 Bedroom Flat On The 2nd Floor,Estate Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-06-03,12000000
"Newlyrenovated Miniflat Apartment, At Shagari Estate",Shagari Estate Egbeda Alimosho Lagos,Detached / Semi-Detached Duplex,Alimosho,Imo,1,1,1.0,2026-06-04,1700000
Room Self Contained,Lawanson Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,0,0,0.0,2025-10-16,500000
Newly Renovated 3 Bedroom Flat,Shagari Estate Egbeda Alimosho Lagos,Detached / Semi-Detached Duplex,Alimosho,Imo,3,4,4.0,2026-05-03,2500000
A Room Setf Contained,Adeniyi Jones Ikeja Lagos,Detached / Semi-Detached Duplex,Ikeja,Lagos,0,0,0.0,2025-10-05,1200000
6 Units 3 Bedroom Apartment,Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,3,3,3.0,2026-06-15,42000000
Mini Flat,Ado Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,0.0,2026-03-01,3300000
Mini Flat,Mende Maryland Lagos,Mini Flat,Maryland,Lagos,1,0,0.0,2026-04-04,1800000
"Newly Built Miniflat Apartment, At Command Ipaja Road","Peace Estate, Command Ipaja Road Ipaja Lagos",Detached / Semi-Detached Duplex,Ipaja,Lagos,1,1,1.0,2026-05-31,1000000
Room Self Contained,Onike Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,0,0,0.0,2026-01-18,800000
3 Bedroom Apartment G For Rent,Berger Roundabout Berger Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,3,2,2.0,2026-05-28,3000000
A 2bedroom Flat In A Serene Environment,Akoka Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,2,2,2.0,2026-05-31,2000000
Renovated Room Self Contained Apartment,Off Adetayo Osho Akoka Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,0,0,0.0,2026-06-09,1300000
Standard And Very Decent Mini Flat Upstairs,Off Shipeolu Street Shomolu Lagos,Mini Flat,Shomolu,Lagos,1,1,1.0,2026-06-04,2500000
Spacious Luxury Serviced 3 Bedroom Apartment Plus Bq,"Victoria Island,lagos State. Victoria Island Extension Victoria Island Lagos",Luxury Apartment,Victoria Island,Lagos,3,4,4.0,2026-06-19,25000000
2 Bedroom Apartment,"Harris Drive , Vgc Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-05-14,6500000
1 Bed Single Room Apartment Shared,Osapa London Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2026-06-16,3000000
Renovated 2 Bedroom Up Flat (on A Row ) All Tiled,"Rosenje, By Deeper Life Church Soluyi Gbagada Lagos",Detached / Semi-Detached Duplex,Epe,Lagos,2,2,2.0,2026-06-05,2600000
Newly Renovated Single Room,Soluyi Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,1,1,1.0,2026-06-18,800000
Luxury 5 Bedroom Penthouse,Okota Isolo Ago Palace Okota Lagos,Luxury Apartment,Isolo,Lagos,5,5,5.0,2026-04-18,7000000
13 Units Of Fully Furnished Rooms Apartment,Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,10,10,10.0,2026-06-04,48000000
Standard Roomself Contain,Berger Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,0,0,0.0,2025-09-27,500000
Newly Renovated Spacious 2bedroom Mini Ground,Ifako Gbagada Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,2,2,2.0,2026-06-04,4000000
Room Self Contained,Ikotun Igando Lagos,Detached / Semi-Detached Duplex,Ikotun Igando,Lagos,0,0,0.0,2026-01-20,350000
1bedroom & Parlor (mini Flat) Well En Suited With,Estate Ikate Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,1.0,2026-06-04,6000000
A Room Sel Contained,Ogudu Orike Ogudu Lagos,Detached / Semi-Detached Duplex,Ogudu,Lagos,0,0,0.0,2025-11-03,800000
Room And Palour Self Contained At Ajila Elebu Off Akala,Ajila Elebu Off Akala Express Social Ibadan Akala Express Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,0,0,0.0,2026-06-10,600000
Brand New Mini Flat At Off Awolowo 3m,Awolowo Way Ikeja Lagos,Mini Flat,Ikeja,Lagos,1,0,0.0,2026-06-04,3000000
One Bedroom And Parlor(mini Flat),Lekki Phase 1 Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,1.0,2026-06-17,5000000
Brand New 2 Bedroom Apartment*,Estate Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-06-03,8000000
Luxury 2 Bedroom Flat,"Alausa Height Estate, Alausa Ikeja Lagos",Luxury Apartment,Ikeja,Lagos,2,2,2.0,2026-01-26,8000000
Room Self Contained,Lawanson Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,0,0,0.0,2025-10-16,800000
A Room Self Contained,"Obele Oniwala, Lawanson Surulere Lagos",Detached / Semi-Detached Duplex,Surulere,Lagos,0,0,0.0,2025-09-01,800000
Newly Built Mini Flat,Royal Palm Will Estate Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,0.0,2026-04-30,2500000
Room And Parlour Self Contained,Montan Iwo Rd Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,0,0,0.0,2026-03-01,800000
Brand New 1 Bedroom Apartment,Lekki Right Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-04-29,9000000
Furnished 3bedroom Apartment At Oniru Victoria,Estate Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,3.0,2026-06-04,35000000
Spacious Units Of 2 & 3 Bedroom Flat Up N Down Floor,Estate Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-06-03,10000000
Furnished Two Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,3,3.0,2026-05-08,35000000
