Title,Address,Property Type,Location,State,Bedrooms,Bathrooms,Date Listed,Prices
Female Hostel,Abule Ijesha Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,0,0,2026-05-15,100000
Newly Built 1 Bedroom Mini Flat With Pop,Mangoro Ikeja Lagos,Mini Flat,Ikeja,Lagos,2,0,2026-06-09,2000000
3 Bedroom Apartment,Old Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-08-12,136692000
Luxurious 3 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-06-21,40000000
3 Bedroom Apartment,Old Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-14,136692000
4 Bedroom Apartment,Old Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-08-13,50000000
3 Bedroom Apartment,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2025-08-12,47842200
3 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-02-18,40000000
4 Bedroom Apartment,"Banana Island Road, Ikoyi Lagos",Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-08-13,45000000
4 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-07-09,45000000
4 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-07-14,35000000
3 Bedroom Flat With Bq,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-08-12,45000000
3 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-09,30000000
4 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-12-05,45000000
4 Bedroom Apartment With Bq,Banana Island Estate Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,3,2025-08-13,82015200
3 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,2,2025-07-09,25000000
3 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-17,40000000
3 Bedroom Apartment,Kofo Abayomi Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2025-11-14,45000000
4 Bedroom Oceanview Apartment With Bq,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,3,2025-11-14,82015200
3 Bedroom Apartment,Old Ikoyi Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-12-16,25000000
3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,40000000
4 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-11-14,40000000
4 Bedroom Penthouse With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-11-14,80000000
4 Bedroom Apartment With Bq,Old Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-12-16,45000000
4 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-11-14,116188200
Furnished 3 Bedroom Apartment With Bq,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,35000000
2 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,2,2025-11-10,41008966
Furnished Room Self Contain,"Ajani Ojulari Street, Alaka Estate Alaka Iponri Surulere Lagos",Detached / Semi-Detached Duplex,Surulere,Lagos,0,0,2026-06-10,2500000
Renovated 2 Bedroom Flat,Alaka Iponri Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,2,0,2026-06-11,2500000
3 Bedroom Flat,Oluyole Estate Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,3,3,2026-06-05,2000000
Newly Built 2 Bedroom Flat,Palmgroove Ikorodu Road (ilupeju) Ilupeju Lagos,Detached / Semi-Detached Duplex,Ikorodu,Lagos,2,0,2026-05-21,3000000
Luxury Mini Flat,Ologolo Lekki Lagos,Mini Flat,Lekki,Lagos,0,0,2026-02-06,6000000
New Block Of 5 Units Of 3 Bedroom Flats With 2 Bqs,"Modupe Street, Balogun Ikeja Lagos",Detached / Semi-Detached Duplex,Ikeja,Lagos,0,0,2026-06-08,45000000
2 Bedroom Maisonette,Kusenla Road Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,0,2026-05-07,8000000
Studio Apartment,Kusenla Road Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-05-07,5500000
2 Bedroom Flat,Iwaya Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,2,0,2026-05-18,4000000
Studio Apartment,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-03-12,2800000
Studio Apartment,Gra Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-03-18,3000000
3 Bedroom Apartment With Bq,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,2,2025-11-10,20000000
3 Bedroom Apartment,"Off Alfred Rewane, Old Ikoyi Lagos",Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-09,40000000
2 Bedroom Flat,Off Ademola Taiwo Ikosi Ketu Kosofe Ikosi Lagos,Detached / Semi-Detached Duplex,Ketu,Lagos,2,0,2026-05-14,3500000
Luxury 3 Bedroom Flat With Bq,2nd Avenue Extension Ikoyi Lagos,Luxury Apartment,Ikoyi,Lagos,3,0,2026-05-25,40000000
3 Bedroom Flat,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-09,40000000
3 Bedroom Apartment,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-06-12,18000000
3 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-09,123022800
4 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-07-17,50000000
4 Bedroom Penthouse,Central Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-07-09,50000000
4 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-07-17,40000000
4 Bedroom Terrace Duplex,Banana Island Ikoyi Lagos,Self Contain / Shared Room,Ikoyi,Lagos,4,4,2025-07-17,50000000
4 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-07-17,50000000
3 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-17,14000000
3 Bedroom Apartment,Central Ikoyi Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-09,48000000
3 Bedroom Apartment,Central Ikoyi Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-09,40000000
3 Bedroom Apartment,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2025-07-09,45000000
4 Bedroom Apartment With Bq,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-08-12,50000000
4 Bedroom Apartment With 2 Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-11-10,136692000
4 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-11-14,40000000
4 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-11-14,35000000
3 Bedroom Apartment With Bq,"Banana Island Road, Ikoyi Lagos",Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-09,40000000
3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-12-16,50000000
Waterview 3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-08-13,50000000
3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-08-28,50000000
3 Bedroom Apartment +bq + Pool + Gym,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-20,30000000
Furnished 1 Bedroom Apartment,Behind Paradise Estate Life Camp Abuja,Detached / Semi-Detached Duplex,Camp,Abuja,0,0,2026-02-13,7000000
3 Bedroom Flat,Harris Drive Scheme 2 Lekki Scheme 2 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,0,2026-02-13,7000000
1 Bedroom Flat,Iwaya Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,1,0,2026-05-18,2500000
1 Bedroom Flat,Iwaya Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,1,0,2026-05-18,3500000
Shared Apartment,Royal Pine Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-04-13,1400000
1 Bedroom Shared Apartment,Agungi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-04-13,1000000
Shared Apartment,Conservation Center Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-04-13,1500000
1 Bedroom Flat,"Off Luth Road, Mushin Lagos",Detached / Semi-Detached Duplex,Mushin,Lagos,0,0,2026-03-23,1500000
3 Bedroom Flat,Mabo Street Ishaga Road Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,3,0,2026-06-19,6000000
5 Units Of Mini Flat,Ikosi Ketu Kosofe Ikosi Lagos,Mini Flat,Ketu,Lagos,2,0,2026-05-14,18500000
Standard 2 Bedroom Flat,"Valley View Estate Oluodo Ebute Igbogbo Road, Ebute Ikorodu Lagos",Detached / Semi-Detached Duplex,Ikorodu,Lagos,2,0,2026-06-01,2500000
3 Bedroom Apartment With Bq,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-09,40000000
2 Bedroom Flat,Borokini Str. Aga Ebute Ikorodu Lagos,Detached / Semi-Detached Duplex,Ikorodu,Lagos,2,0,2026-06-01,1300000
3 Bedroom Flat,"Salawu Giwa Street Candos, Baruwa Ipaja Lagos",Detached / Semi-Detached Duplex,Ipaja,Lagos,3,0,2026-03-05,2000000
Newly Built 2 Bedroom Flat,Idi Araba Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,2,0,2026-06-18,4000000
Beautiful Luxury 3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,Luxury Apartment,Lekki,Lagos,3,3,2026-06-18,30000000
4 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-12-05,50000000
Studio Apartment,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-04-13,1700000
1 Bedroom Apartment,Akobi Ishaga Road Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,1,0,2026-06-19,2000000
Standard Mini Flat,Governors Road Ikotun Igando Lagos,Mini Flat,Ikotun Igando,Lagos,1,0,2026-05-29,600000
4 Bedroom Apartment+ Bq,"Banana Island Road, Ikoyi Lagos",Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-08-12,45000000
2 Bedroom Apartment,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,2,3,2026-05-25,20000000
2 Bedroom Apartment,"Old Bodija Estate, Ibadan Bodija Ibadan Oyo",Detached / Semi-Detached Duplex,Ibadan,Oyo,2,2,2026-01-21,3200000
3 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,50000000
3 Bedroom Apartment + Bq,Central Ikoyi Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-09,25000000
2 Bedroom Flat,"T P And T Estate , Ipaja Lagos",Detached / Semi-Detached Duplex,Ipaja,Lagos,2,2,2026-05-19,2000000
Well Built 2 Bedroom Apartment,Oluyole Estate Oluyole Estate Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,2,2,2026-06-20,3000000
Mini Flat,Iwaya Yaba Lagos,Mini Flat,Yaba,Lagos,2,0,2026-05-18,3000000
3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-17,45000000
Luxurious 2 Bedroom Apartment On First Floor,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,2,2026-06-21,25000000
Specious Mini Flat 1bedroom Apartment Good Security,Roxbury Leisure Home Ikota Vgc Vgc Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2026-05-31,4600000
Luxurious 2 Bedroom Apartment On Fourth Floor,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,2,2026-06-21,25000000
Room Self Contained,Abule Ijesha Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,1,0,2026-05-15,700000
Luxurious 2 Bedroom Apartment On Fifth Floor,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,2,2026-06-21,28000000
3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-08-13,61511400
2 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,3,2025-08-12,41007600
4 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-12-05,50000000
3 Bedroom Apartment,Old Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-14,45000000
4 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-08-13,45000000
3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-14,40000000
3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-17,35000000
4 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-12-05,45000000
3 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-08-12,35000000
3 Bedroom Apartment With Bq,Old Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,136692000
4 Bedroom Apartment With Bq,Old Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-11-14,50000000
3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,129857400
3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,29999999
2 Bedroom Apartment,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,2,2,2026-05-25,27000000
4 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2026-02-16,40000000
Furnished 2 Bedroom Apartment,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2025-06-12,15000000
7 Units Of Serviced 3 Bedroom Apartment,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,0,0,2025-06-12,28000000
Premium 3 Bedroom Apartment +bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-10-27,25000000
A Modern 3 Bedroom Bungalow,Alapata Olodo Garage Akobo Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,3,3,2026-06-11,1500000
Waterfront 3 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-08-12,45000000
4 Bedroom Apartment,Old Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-07-17,35000000
3 Bedroom Apartment With Bq,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-09,30000000
3 Bedroom Apartment,Central Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-09,30000000
3 Bedroom Apartment,Gerard Road Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-07-09,40000000
3 Bedroom Apartment,Central Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-17,50000000
3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-09,40000000
4 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-07-17,45000000
4 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-07-09,35000000
2 Bedroom Apartment With Bq,Central Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,2,2025-08-13,41007600
4 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-07-17,45000000
Room Self Contain,Seaside Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-02-18,1200000
Brand New Luxury Master Bedroom,Chevron Lekki Lagos,Luxury Apartment,Lekki,Lagos,0,0,2026-01-30,4000000
3 Bedroom Apartment With Bq,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,40000000
4 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-08-13,40000000
3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-14,45000000
4 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-11-14,150000000
3 Bedroom Apartment,Adeola Odeku Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2025-07-17,30000000
3 Bedroom Apartment With Bq,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-23,25000000
4 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-11-14,50000000
4 Bedroom Apartment,Banana Island Estate Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-07-17,50000000
2 Bedroom Flat,Victoria Crest 2 Orchid Rd Lafiaji Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,0,2026-05-08,5000000
2 Bedroom Apartment,Alagbado Abule Egba Lagos,Detached / Semi-Detached Duplex,Abule Egba,Lagos,2,2,2026-04-13,5000000
4 Bedroom Apartment With A Room Bq,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,5,2026-06-16,45000000
4 Bedroom Terraced Duplex,Banana Island Ikoyi Lagos,Self Contain / Shared Room,Ikoyi,Lagos,4,5,2026-04-15,75000000
Room Self Contained,Fola Agoro Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,1,0,2026-05-18,1000000
3 Bedroom Flat,Adekunle Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,3,0,2026-05-18,4000000
Neatly Used 4 Bedroom Commercial Space,Sanusi Fafunwa Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,4,0,2026-05-14,34000000
Mini Flat,"Alapere, Off Oriola Street, Ketu Lagos",Mini Flat,Ketu,Lagos,0,0,2026-05-15,1500000
Newly Built 3bedroom Flat At Olusoji,Oluyole Estate Oluyole Estate Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,3,3,2026-06-10,3000000
3 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-12-16,35000000
3 Bedroom Flat,Faniyi Street Off Ebute Igbogbo Road Ebute Ikorodu Lagos,Detached / Semi-Detached Duplex,Ikorodu,Lagos,3,0,2026-06-01,2500000
3 Bedroom Apartment With Bq,Victoria Island Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2025-12-16,25000000
1 Bedroom Flat,House On The Rock Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-05-07,1000000
Spacious 2 Bedroom Flat,Jumofak Ikorodu Lagos,Detached / Semi-Detached Duplex,Ikorodu,Lagos,2,0,2026-06-04,1200000
3 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-08-13,50000000
Mini Flat Apartment,Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,2026-03-18,2000000
Big Room Upstairs,Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-16,1900000
Newly Renovated Room And Parlour At Kolapo Ishola Gra,Kolapo Ishola Gra Akobo Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,1,1,2026-06-08,2000000
Newly Built Roomself Contain Upstairs,Ilasamaja Osolo Way Isolo Lagos,Detached / Semi-Detached Duplex,Isolo,Lagos,0,0,2026-05-19,600000
3 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-08-12,45000000
2 Bedroom Flat,Jakande Estate Isolo Lagos,Detached / Semi-Detached Duplex,Isolo,Lagos,2,0,2026-05-18,2000000
3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-12-16,25000000
A Well Finished 2 Bedroom Self Compound,Kolapo Ishola Estate Akobo Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,2,2,2026-06-17,3500000
Renovated 3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,25000000
4 Bedroom Apartment With Bq,Old Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-12-16,35000000
A Tastefully Built Two Bedroom,Oluyole Estate Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,2,2,2026-06-12,3000000
4 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-12-16,136692000
4 Bedroom Apartment With Bq,Kofo Abayomi Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,4,4,2025-11-14,45000000
Mini Flat Apartment,Alaka Estate Alaka Iponri Surulere Lagos,Mini Flat,Surulere,Lagos,1,0,2026-06-11,3500000
3 Bedroom Flat,Lekki Conservation Centre Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,0,2026-05-11,7000000
2 Bedroom Flat,Kasumu Junction Shangisha Kosofe Ikosi Lagos,Detached / Semi-Detached Duplex,Kosofe Ikosi,Lagos,2,0,2026-05-15,3000000
3 Bedroom Apartment,Kofo Abayomi Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2025-11-14,30000000
Furnished 3 Bedroom Apartment With Bq,Old Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-14,25000000
3 Bedroom Apartment With Bq,Ikoyi Central Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-14,48000000
3 Bedroom Apartment With Bq,Old Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-14,40000000
Furnished 3 Bedroom Apartment With Bq,Old Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-09,25000000
3 Bedroom Apartment With Bq,Old Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,40000000
4 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-12-16,45000000
4 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-12-05,35000000
3 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-14,40000000
4 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-08-12,40000000
3 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-12-16,30000000
3 Bedroom Apartment,Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-05-21,17000000
3 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,0,0,2025-07-14,35000000
4 Bedroom Apartment,"Ocean Parade, Banana Island Ikoyi Lagos",Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-08-13,55000000
3 Bedroom Apartment,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2025-08-12,45000000
3 Bedroom Apartment With Bq,Kofo Abayomi Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2025-08-13,27338400
3 Bedroom Apartment With Bq,Old Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,30000000
3 Bedroom Apartment With Bq,"Off Adeola Odeku Street, Victoria Island Lagos",Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2025-11-10,43000000
3 Bedroom Penthouse,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-12-16,35000000
3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-14,25000000
